CT,09,001,Fairfield County,H4
CT,09,003,Hartford County,H4
CT,09,005,Litchfield County,H4
CT,09,007,Middlesex County,H4
CT,09,009,New Haven County,H4
CT,09,011,New London County,H4
CT,09,013,Tolland County,H4
CT,09,015,Windham County,H4
